desc: I1 cache:         2048 B, 64 B, direct-mapped
desc: D1 cache:         2048 B, 64 B, direct-mapped
desc: LL cache:         8388608 B, 64 B, direct-mapped
cmd: ./slow 2304
events: Ir I1mr ILmr Dr D1mr DLmr Dw D1mw DLmw 
321 20 4 1 0 0 0 4 3 0
fl=/build/glibc-S9d2JN/glibc-2.27/elf/dl-sort-maps.c
fn=_dl_sort_maps
28 9 1 1 0 0 0 7 1 0
30 2 0 0 0 0 0 0 0 0
33 1 0 0 0 0 0 0 0 0
34 10 1 1 0 0 0 3 0 0
35 21 1 1 1 0 0 6 0 0
39 12 0 0 3 0 0 6 0 0
40 9 0 0 6 0 0 0 0 0
42 6 0 0 3 0 0 0 0 0
54 24 1 1 11 0 0 0 0 0
56 9 0 0 6 1 0 0 0 0
57 7 0 0 0 0 0 0 0 0
59 9 1 1 3 1 0 0 0 0
60 6 0 0 0 0 0 0 0 0
90 12 1 1 3 0 0 0 0 0
115 15 1 1 5 0 0 0 0 0
118 20 1 1 4 0 0 2 0 0
122 13 2 1 7 0 0 2 1 0
fl=/build/glibc-S9d2JN/glibc-2.27/elf/dl-tunables.c
fn=__GI___tunables_init
68 295 0 0 59 41 0 0 0 0
71 58 0 0 0 0 0 0 0 0
74 5311 1 1 767 33 28 0 0 0
78 116 0 0 0 0 0 0 0 0
83 116 0 0 0 0 0 0 0 0
150 4 1 1 0 0 0 2 1 1
280 3 0 0 1 1 0 0 0 0
289 8 1 1 0 0 0 6 1 1
297 116 1 1 0 0 0 0 0 0
312 5162 2 2 0 0 0 0 0 0
318 6380 0 0 2552 82 0 0 0 0
330 232 1 1 58 6 0 0 0 0
364 8 0 0 7 2 0 0 0 0
fn=__tunable_get_val
373 168 4 1 17 12 0 0 0 0
377 31 3 1 17 4 0 14 2 0
382 3 0 0 0 0 0 3 1 0
383 3 0 0 0 0 0 0 0 0
399 85 1 0 17 2 0 0 0 0
401 17 0 0 17 1 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/elf/dl-tunables.h
fn=__GI___tunables_init
120 2258 0 0 1094 118 8 0 0 0
121 2312 0 0 0 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/elf/dl-version.c
fn=_dl_check_all_versions
362 8 2 2 0 0 0 4 0 0
364 1 0 0 0 0 0 0 0 0
366 15 4 1 4 2 0 0 0 0
368 40 0 0 4 4 0 4 0 0
371 7 0 0 5 1 0 0 0 0
fn=_dl_check_map_versions
37 24 2 1 4 1 0 0 0 0
38 5 0 0 5 0 0 0 0 0
39 35 2 1 0 0 0 7 0 0
57 15 0 0 10 6 0 5 0 0
65 15 0 0 5 2 0 0 0 0
71 15 0 0 5 5 0 0 0 0
87 5 0 0 5 5 0 0 0 0
88 10 1 1 0 0 0 0 0 0
90 5 0 0 5 0 0 0 0 0
95 70 0 0 25 4 3 5 2 0
109 50 0 0 25 2 1 0 0 0
111 5 2 1 5 0 0 0 0 0
114 44 5 0 17 5 0 7 0 0
121 60 0 0 20 6 4 0 0 0
125 20 0 0 0 0 0 0 0 0
143 12 0 0 2 0 0 6 0 0
156 28 6 2 0 0 0 24 0 0
157 6 0 0 0 0 0 4 0 0
165 4 2 1 0 0 0 4 1 0
171 12 0 0 4 1 0 0 0 0
173 20 0 0 4 3 0 12 3 0
175 8 0 0 4 4 0 4 1 0
176 8 0 0 4 0 0 4 0 0
178 8 2 1 0 0 0 0 0 0
181 8 0 0 4 3 0 2 0 0
185 6 0 0 2 2 2 0 0 0
201 4 0 0 4 0 0 0 0 0
209 6 0 0 2 1 0 0 0 0
214 6 0 0 4 1 1 0 0 0
218 60 1 1 41 7 0 5 0 0
220 5 0 0 5 0 0 0 0 0
222 13 2 1 5 0 0 5 3 0
225 20 5 1 5 0 0 0 0 0
228 15 0 0 5 0 0 0 0 0
233 3 0 0 0 0 0 0 0 0
237 8 2 1 4 1 0 0 0 0
251 11 3 2 4 0 0 0 0 0
254 8 1 0 8 3 0 0 0 0
257 140 0 0 34 11 8 2 0 0
260 106 0 0 34 6 3 2 1 0
264 32 0 0 0 0 0 0 0 0
268 9 3 2 3 0 0 0 0 0
273 3 0 0 0 0 0 3 3 0
274 12 2 1 0 0 0 3 0 0
275 6 0 0 0 0 0 0 0 0
285 3 0 0 0 0 0 3 0 0
288 9 0 0 6 5 0 3 2 0
290 9 1 1 3 1 0 0 0 0
293 8 0 0 6 5 0 0 0 0
297 6 0 0 2 0 0 0 0 0
300 15 0 0 5 0 0 0 0 0
302 15 2 1 0 0 0 0 0 0
304 25 0 0 5 0 0 5 0 0
305 15 0 0 0 0 0 5 4 4
306 15 0 0 5 0 0 5 0 0
307 15 0 0 5 0 0 5 0 0
310 15 2 1 5 0 0 0 0 0
315 3 0 0 0 0 0 0 0 0
318 6 0 0 2 0 0 0 0 0
328 9 0 0 3 0 0 0 0 0
331 8 0 0 6 2 0 0 0 0
335 32 0 0 32 3 0 0 0 0
337 68 1 0 34 4 0 0 0 0
341 32 0 0 32 0 0 0 0 0
342 160 0 0 32 0 0 32 9 9
343 96 0 0 32 2 0 32 0 0
344 32 0 0 0 0 0 32 3 3
347 102 0 0 34 1 0 0 0 0
351 32 0 0 0 0 0 0 0 0
357 36 3 0 32 3 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/elf/do-rel.h
fn=_dl_relocate_object
47 24 8 1 8 0 0 8 0 0
48 8 0 0 8 7 0 0 0 0
50 11 0 0 0 0 0 3 0 0
51 6 0 0 0 0 0 4 1 0
58 24 0 0 8 0 0 0 0 0
61 145 2 1 0 0 0 0 0 0
63 188 2 1 47 19 17 0 0 0
65 119 1 1 0 0 0 0 0 0
74 4 1 0 0 0 0 0 0 0
75 142 8 2 17 2 0 0 0 0
76 78 0 0 39 3 0 0 0 0
83 12 0 0 6 3 0 6 0 0
84 6 0 0 6 2 0 0 0 0
86 24 6 1 12 0 0 0 0 0
98 18 0 0 0 0 0 0 0 0
108 8 0 0 0 0 0 0 0 0
111 3741 4 1 0 0 0 0 0 0
112 2488 0 0 1244 4 0 0 0 0
118 18 0 0 6 6 0 0 0 0
121 10 5 1 5 4 0 5 0 0
124 340 0 0 115 5 0 0 0 0
127 440 177 1 110 32 28 0 0 0
136 440 0 0 220 90 39 0 0 0
137 440 90 1 110 0 0 110 7 0
138 380 0 0 110 85 0 0 0 0
139 330 0 0 220 7 0 110 0 0
143 15 3 1 6 3 0 0 0 0
160 22 1 1 8 1 0 2 0 0
162 20 4 0 5 1 1 0 0 0
170 30 0 0 5 0 0 5 0 0
171 15 5 1 10 0 0 5 0 0
174 2 1 1 0 0 0 0 0 0
fn=_dl_start
83 1 0 0 1 0 0 0 0 0
84 1 0 0 1 0 0 0 0 0
111 120 0 0 0 0 0 0 0 0
112 78 0 0 39 9 5 0 0 0
116 2 0 0 1 1 0 0 0 0
124 31 0 0 0 0 0 0 0 0
136 27 1 1 9 2 2 0 0 0
137 18 0 0 0 0 0 0 0 0
139 18 0 0 9 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/elf/get-dynamic-info.h
fn=_dl_map_object_from_fd
42 4 0 0 0 0 0 0 0 0
46 2 0 0 0 0 0 0 0 0
48 141 0 0 47 13 13 0 0 0
50 90 0 0 0 0 0 0 0 0
63 42 0 0 0 0 0 0 0 0
64 71 2 1 0 0 0 43 11 11
65 8 2 1 0 0 0 0 0 0
67 2 0 0 0 0 0 0 0 0
68 10 4 2 0 0 0 0 0 0
70 2 0 0 0 0 0 0 0 0
71 10 0 0 0 0 0 0 0 0
72 2 0 0 0 0 0 0 0 0
73 8 0 0 0 0 0 2 1 0
74 45 0 0 0 0 0 0 0 0
81 4 2 1 0 0 0 0 0 0
101 7 0 0 3 0 0 0 0 0
102 8 0 0 4 0 0 0 0 0
103 8 2 1 4 0 0 0 0 0
104 8 0 0 4 0 0 0 0 0
106 8 0 0 4 0 0 0 0 0
111 8 0 0 4 0 0 0 0 0
112 7 2 1 3 1 1 0 0 0
113 8 0 0 4 0 0 0 0 0
119 6 0 0 2 0 0 0 0 0
124 4 0 0 2 0 0 0 0 0
131 4 0 0 2 0 0 0 0 0
132 6 2 1 4 0 0 0 0 0
150 6 0 0 2 1 1 0 0 0
155 2 0 0 1 0 0 1 1 0
157 2 0 0 0 0 0 0 0 0
159 2 0 0 0 0 0 0 0 0
161 2 0 0 0 0 0 0 0 0
164 6 2 1 2 0 0 0 0 0
166 4 0 0 1 1 0 1 1 0
174 2 0 0 1 1 0 0 0 0
179 2 0 0 0 0 0 0 0 0
182 4 0 0 2 0 0 0 0 0
fn=_dl_start
48 57 1 1 19 6 6 0 0 0
50 36 1 1 0 0 0 0 0 0
63 21 0 0 0 0 0 0 0 0
64 29 0 0 0 0 0 17 5 5
65 4 0 0 0 0 0 0 0 0
67 3 0 0 0 0 0 0 0 0
68 5 1 1 0 0 0 0 0 0
70 2 0 0 0 0 0 0 0 0
71 5 1 1 0 0 0 0 0 0
72 1 0 0 0 0 0 0 0 0
73 5 1 1 0 0 0 1 1 1
74 18 0 0 0 0 0 0 0 0
81 2 1 1 0 0 0 0 0 0
101 4 0 0 2 0 0 0 0 0
102 4 0 0 2 0 0 0 0 0
103 4 1 1 2 0 0 0 0 0
104 4 0 0 2 0 0 0 0 0
106 4 0 0 2 0 0 0 0 0
111 4 0 0 2 0 0 0 0 0
112 4 1 1 2 0 0 0 0 0
113 4 0 0 2 0 0 0 0 0
119 3 0 0 1 0 0 0 0 0
124 2 0 0 1 0 0 0 0 0
131 3 0 0 1 0 0 0 0 0
132 3 1 1 2 0 0 0 0 0
140 3 0 0 1 0 0 0 0 0
143 3 0 0 1 1 1 0 0 0
147 2 1 1 1 0 0 0 0 0
148 2 0 0 1 0 0 0 0 0
fn=dl_main
33 1 0 0 1 1 0 0 0 0
42 2 0 0 0 0 0 0 0 0
46 1 0 0 0 0 0 0 0 0
48 81 0 0 27 7 7 0 0 0
50 52 1 0 0 0 0 0 0 0
63 25 1 1 0 0 0 0 0 0
64 41 1 1 0 0 0 25 6 6
65 4 1 0 0 0 0 0 0 0
67 1 0 0 0 0 0 0 0 0
68 5 1 0 0 0 0 0 0 0
70 1 0 0 0 0 0 0 0 0
71 5 1 1 0 0 0 0 0 0
72 1 1 1 0 0 0 0 0 0
73 4 0 0 0 0 0 1 0 0
74 26 0 0 0 0 0 0 0 0
81 3 0 0 1 1 0 0 0 0
101 3 0 0 1 0 0 0 0 0
102 4 0 0 2 0 0 0 0 0
103 4 1 1 2 0 0 0 0 0
104 4 0 0 2 0 0 0 0 0
106 4 0 0 2 0 0 0 0 0
111 4 0 0 2 0 0 0 0 0
112 4 1 1 2 0 0 0 0 0
113 4 0 0 2 0 0 0 0 0
119 3 0 0 1 0 0 0 0 0
124 2 0 0 1 0 0 0 0 0
131 2 0 0 1 0 0 0 0 0
132 3 1 1 2 0 0 0 0 0
150 3 0 0 1 0 0 0 0 0
155 2 0 0 1 0 0 1 1 1
157 2 0 0 0 0 0 0 0 0
159 2 0 0 0 0 0 0 0 0
161 2 0 0 0 0 0 0 0 0
162 1 0 0 0 0 0 1 0 0
164 3 1 1 1 0 0 0 0 0
166 3 0 0 1 0 0 1 0 0
174 2 0 0 1 1 0 0 0 0
179 2 0 0 0 0 0 0 0 0
180 2 0 0 1 0 0 1 0 0
182 2 1 1 1 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/elf/rtld.c
fn=_dl_start
393 2 0 0 0 0 0 1 1 1
394 2 0 0 0 0 0 1 1 0
395 2 0 0 0 0 0 1 0 0
396 2 0 0 0 0 0 1 0 0
397 2 0 0 0 0 0 1 1 1
405 5 1 1 0 0 0 1 0 0
408 1 0 0 0 0 0 1 1 0
414 4 1 0 0 0 0 1 0 0
423 4 0 0 0 0 0 0 0 0
426 2 0 0 1 1 0 1 1 1
430 2 1 0 1 0 0 0 0 0
444 9 1 1 0 0 0 6 0 0
463 5 0 0 0 0 0 1 1 1
486 1 0 0 0 0 0 1 1 1
489 1 0 0 0 0 0 1 1 1
500 2 0 0 0 0 0 0 0 0
505 27 3 3 9 0 0 0 0 0
507 1 1 1 1 1 1 0 0 0
532 9 0 0 7 1 0 0 0 0
fn=dl_main
799 1 0 0 1 1 0 0 0 0
801 1 1 1 0 0 0 1 0 0
810 1 0 0 0 0 0 1 0 0
812 1 0 0 0 0 0 1 1 0
817 1 0 0 0 0 0 1 0 0
870 12 2 2 0 0 0 7 1 1
876 1 1 1 0 0 0 0 0 0
879 1 0 0 0 0 0 0 0 0
885 1 0 0 0 0 0 1 0 0
887 2 0 0 0 0 0 1 1 1
891 2 0 0 0 0 0 1 1 1
892 2 0 0 0 0 0 1 0 0
897 2 1 1 0 0 0 1 0 0
907 3 1 1 1 1 0 0 0 0
1108 8 1 1 0 0 0 1 0 0
1110 2 1 0 0 0 0 0 0 0
1111 1 0 0 0 0 0 1 1 0
1112 2 1 1 1 1 0 1 0 0
1113 2 0 0 1 1 0 1 0 0
1117 3 0 0 0 0 0 1 0 0
1118 2 0 0 1 0 0 0 0 0
1139 1 1 1 0 0 0 1 0 0
1140 1 0 0 0 0 0 1 1 0
1142 1 0 0 0 0 0 1 0 0
1144 1 0 0 1 0 0 0 0 0
1147 33 0 0 1 0 0 0 0 0
1148 71 1 1 9 5 5 0 0 0
1152 3 1 1 1 0 0 1 0 0
1153 1 0 0 0 0 0 0 0 0
1157 3 0 0 2 0 0 1 1 0
1158 1 0 0 0 0 0 0 0 0
1166 2 0 0 0 0 0 1 1 1
1167 2 2 2 2 1 1 0 0 0
1169 1 0 0 0 0 0 1 0 0
1176 2 0 0 1 1 0 0 0 0
1188 1 0 0 0 0 0 0 0 0
1194 2 0 0 0 0 0 0 0 0
1202 4 0 0 2 0 0 0 0 0
1203 10 1 1 3 2 1 0 0 0
1204 4 1 1 2 0 0 0 0 0
1205 1 0 0 0 0 0 1 0 0
1208 4 0 0 2 1 1 0 0 0
1209 4 0 0 2 0 0 0 0 0
1210 2 0 0 0 0 0 2 0 0
1211 6 0 0 3 0 0 0 0 0
1212 2 1 1 0 0 0 1 0 0
1239 2 0 0 1 0 0 1 1 0
1240 1 0 0 0 0 0 0 0 0
1243 2 0 0 1 0 0 1 0 0
1244 2 0 0 1 0 0 1 0 0
1245 1 0 0 0 0 0 0 0 0
1250 3 1 1 1 1 1 0 0 0
1253 2 0 0 1 0 0 0 0 0
1255 2 1 1 1 0 0 0 0 0
1257 3 0 0 1 1 0 0 0 0
1270 3 0 0 1 1 0 0 0 0
1271 6 0 0 1 0 0 2 1 0
1273 3 1 1 3 3 0 0 0 0
1276 2 0 0 1 0 0 1 0 0
1278 1 0 0 0 0 0 1 1 0
1279 1 0 0 0 0 0 1 0 0
1281 2 1 1 1 0 0 0 0 0
1282 2 0 0 0 0 0 1 0 0
1286 2 0 0 1 1 0 0 0 0
1288 2 0 0 0 0 0 0 0 0
1293 2 0 0 0 0 0 1 0 0
1296 2 0 0 1 0 0 0 0 0
1312 5 1 1 0 0 0 2 1 0
1318 10 2 2 1 0 0 2 0 0
1323 2 1 1 1 1 0 1 0 0
1326 4 1 0 1 1 0 2 1 0
1328 1 0 0 0 0 0 1 0 0
1333 2 0 0 1 0 0 0 0 0
1336 3 0 0 2 2 0 1 0 0
1337 4 1 1 1 1 0 1 0 0
1338 2 0 0 1 0 0 1 1 0
1339 1 0 0 0 0 0 1 0 0
1340 1 0 0 1 0 0 0 0 0
1341 1 0 0 1 1 0 0 0 0
1346 2 0 0 1 1 0 0 0 0
1347 5 1 1 1 0 0 1 0 0
1364 2 0 0 1 1 1 0 0 0
1365 2 0 0 1 0 0 0 0 0
1367 3 1 1 1 0 0 0 0 0
1369 1 0 0 0 0 0 1 1 0
1370 3 0 0 1 0 0 1 0 0
1375 4 0 0 0 0 0 0 0 0
1376 5 0 0 1 1 1 0 0 0
1378 2 1 1 1 0 0 1 1 1
1379 2 0 0 1 0 0 1 0 0
1384 2 1 1 1 1 1 0 0 0
1389 1 0 0 0 0 0 1 1 0
1390 4 0 0 2 1 0 0 0 0
1391 2 1 1 0 0 0 0 0 0
1570 2 0 0 0 0 0 2 0 0
1578 3 0 0 1 1 0 0 0 0
1581 2 0 0 1 0 0 1 1 0
1585 3 0 0 1 1 0 0 0 0
1590 2 1 1 1 0 0 1 0 0
1591 1 0 0 0 0 0 1 0 0
1592 1 0 0 0 0 0 0 0 0
1596 2 0 0 1 1 0 0 0 0
1611 3 0 0 2 0 0 0 0 0
1612 1 0 0 0 0 0 0 0 0
1613 1 0 0 0 0 0 0 0 0
1615 3 0 0 1 0 0 0 0 0
1617 5 1 1 0 0 0 0 0 0
1618 3 1 0 0 0 0 1 0 0
1619 4 0 0 0 0 0 0 0 0
1621 2 0 0 1 1 0 0 0 0
1631 5 1 1 0 0 0 1 0 0
1708 4 0 0 2 1 0 0 0 0
1712 8 2 2 0 0 0 0 0 0
1713 1 0 0 0 0 0 0 0 0
1716 3 0 0 0 0 0 1 0 0
1717 1 0 0 1 0 0 0 0 0
1718 2 0 0 0 0 0 0 0 0
1719 2 0 0 0 0 0 0 0 0
1725 5 0 0 0 0 0 0 0 0
1726 8 1 1 1 1 0 1 0 0
1727 4 1 0 0 0 0 0 0 0
1729 2 0 0 1 1 0 0 0 0
1732 11 0 0 1 1 0 0 0 0
1733 16 1 1 9 3 0 0 0 0
1736 3 0 0 2 0 0 1 0 0
1737 3 0 0 1 0 0 0 0 0
1738 1 0 0 0 0 0 1 1 0
1740 12 0 0 0 0 0 0 0 0
1741 11 1 1 7 1 0 0 0 0
1751 2 1 1 0 0 0 1 1 0
1753 3 1 1 1 0 0 1 0 0
1754 2 0 0 1 0 0 0 0 0
1756 2 1 1 0 0 0 1 0 0
1758 3 0 0 0 0 0 0 0 0
1760 3 0 0 1 1 0 0 0 0
1774 4 0 0 3 1 0 0 0 0
1775 2 0 0 1 0 0 1 0 0
1776 3 1 0 1 0 0 0 0 0
1787 4 1 1 1 0 0 1 0 0
1788 1 0 0 0 0 0 1 1 0
1789 6 1 1 0 0 0 2 0 0
1799 2 1 0 1 1 0 1 0 0
1800 2 0 0 1 1 0 0 0 0
1801 2 1 0 0 0 0 2 1 0
1803 2 0 0 1 0 0 0 0 0
1808 2 0 0 1 1 0 0 0 0
2038 3 0 0 1 1 1 0 0 0
2094 2 1 1 0 0 0 1 1 0
2098 2 0 0 1 1 0 1 1 0
2104 2 1 1 1 1 0 1 1 0
2107 2 0 0 1 1 0 0 0 0
2161 3 1 1 1 0 0 0 0 0
2168 1 0 0 1 0 0 0 0 0
2170 5 0 0 0 0 0 0 0 0
2171 1 1 1 1 0 0 0 0 0
2172 18 3 0 0 0 0 0 0 0
2174 8 0 0 8 8 0 0 0 0
2179 8 0 0 8 8 0 0 0 0
2181 10 0 0 0 0 0 0 0 0
2183 1 1 1 0 0 0 1 1 0
2184 1 0 0 1 0 0 0 0 0
2187 4 0 0 4 4 0 0 0 0
2189 8 2 1 4 2 0 0 0 0
2190 24 0 0 6 5 0 3 0 0
2194 10 3 0 5 3 0 0 0 0
2195 3 2 1 0 0 0 1 0 0
2197 4 2 2 0 0 0 0 0 0
2199 3 0 0 0 0 0 1 1 0
2205 2 0 0 1 1 0 0 0 0
2210 4 2 1 2 2 0 0 0 0
2212 1 0 0 1 0 0 0 0 0
2219 3 0 0 1 0 0 1 0 0
2222 2 1 0 1 1 0 0 0 0
2231 3 1 0 2 0 0 0 0 0
2233 4 1 1 1 1 0 0 0 0
2248 5 0 0 0 0 0 0 0 0
2250 1 0 0 1 1 0 0 0 0
2251 5 0 0 1 1 0 1 0 0
2252 4 2 1 0 0 0 0 0 0
2254 2 0 0 1 1 0 0 0 0
2262 1 0 0 0 0 0 1 0 0
2266 2 0 0 1 1 0 0 0 0
2286 4 0 0 0 0 0 1 0 0
2287 1 0 0 0 0 0 1 0 0
2288 1 0 0 0 0 0 1 0 0
2289 1 0 0 0 0 0 0 0 0
2293 1 0 0 0 0 0 1 0 0
2298 8 1 1 7 2 0 0 0 0
2464 2 0 0 1 1 0 1 1 1
2466 1 0 0 0 0 0 1 0 0
2467 1 0 0 0 0 0 0 0 0
2471 8 1 1 1 1 0 2 2 1
2473 15 2 0 3 1 0 3 1 1
2475 2 0 0 0 0 0 0 0 0
2477 105 2 1 21 0 0 0 0 0
2478 19 0 0 0 0 0 0 0 0
2480 4 0 0 0 0 0 0 0 0
2486 14 0 0 2 2 1 0 0 0
2507 2 1 1 1 0 0 0 0 0
2514 6 0 0 0 0 0 1 0 0
2516 3 0 0 0 0 0 1 1 0
2562 3 1 1 1 0 0 0 0 0
2563 6 1 1 0 0 0 1 0 0
2565 3 1 1 0 0 0 1 1 1
2635 3 1 1 1 1 0 0 0 0
2667 3 0 0 1 0 0 0 0 0
fn=handle_ld_preload
121 3 0 0 1 1 0 0 0 0
752 1 0 0 0 0 0 1 1 1
756 1 0 0 0 0 0 1 0 0
757 1 0 0 0 0 0 1 0 0
758 1 0 0 0 0 0 1 0 0
760 1 0 0 1 1 0 0 0 0
762 11 1 1 2 0 0 3 1 1
763 3 1 0 1 0 0 0 0 0
771 4 1 0 1 0 0 0 0 0
837 9 1 1 0 0 0 6 0 0
838 1 0 0 0 0 0 0 0 0
842 4 0 0 2 2 0 0 0 0
845 4 0 0 0 0 0 1 0 0
846 3 1 1 0 0 0 0 0 0
848 5 2 2 0 0 0 1 0 0
849 2 1 1 0 0 0 1 0 0
855 1 0 0 0 0 0 0 0 0
857 2 0 0 1 0 0 0 0 0
859 2 0 0 1 0 0 0 0 0
863 9 0 0 7 1 0 0 0 0
fn=init_tls
681 1 0 0 0 0 0 1 0 0
683 2 0 0 1 0 0 1 0 0
687 2 1 0 1 1 0 0 0 0
693 2 0 0 0 0 0 1 0 0
696 1 0 0 0 0 0 1 0 0
697 4 0 0 0 0 0 1 0 0
702 1 0 0 0 0 0 0 0 0
704 1 0 0 0 0 0 1 0 0
708 2 1 1 1 1 1 0 0 0
709 1 0 0 0 0 0 0 0 0
710 16 1 1 1 1 0 0 0 0
711 8 0 0 4 3 0 0 0 0
712 8 0 0 4 4 0 0 0 0
716 2 0 0 0 0 0 1 1 1
718 1 0 0 0 0 0 0 0 0
720 2 0 0 0 0 0 0 0 0
723 1 1 1 0 0 0 1 0 0
730 2 0 0 0 0 0 1 0 0
731 2 1 0 0 0 0 0 0 0
737 2 1 1 1 0 0 1 0 0
740 7 0 0 0 0 0 2 0 0
743 1 1 1 0 0 0 1 1 0
745 1 0 0 0 0 0 0 0 0
746 3 0 0 2 0 0 0 0 0
fn=map_doit
588 2 1 1 0 0 0 1 0 0
590 4 0 0 1 0 0 0 0 0
591 6 2 1 2 0 0 2 2 1
593 2 0 0 2 1 0 0 0 0
fn=rtld_lock_default_lock_recursive
784 4 4 1 4 4 1 0 0 0
785 4 0 0 4 0 0 0 0 0
fn=rtld_lock_default_unlock_recursive
790 4 1 0 4 1 0 0 0 0
791 4 0 0 4 0 0 0 0 0
fn=version_check_doit
621 2 1 1 0 0 0 1 0 0
623 6 0 0 2 1 0 1 0 0
627 2 1 0 2 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/elf/setup-vdso.h
fn=dl_main
24 2 0 0 1 1 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/io/../sysdeps/posix/isatty.c
fn=isatty
24 4 2 2 1 0 0 1 1 0
27 4 0 0 0 0 0 1 1 0
28 6 0 0 3 1 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/io/../sysdeps/unix/sysv/linux/access.c
fn=access
27 7 1 1 0 0 0 1 1 0
31 1 0 0 1 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/io/../sysdeps/unix/sysv/linux/close.c
fn=close
27 12 3 1 0 0 0 0 0 0
28 3 2 0 3 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/io/../sysdeps/unix/sysv/linux/open64.c
fn=open
36 11 0 0 0 0 0 11 1 1
39 66 0 0 0 0 0 0 0 0
47 101 11 2 0 0 0 8 8 0
49 11 0 0 11 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/io/../sysdeps/unix/sysv/linux/read.c
fn=read
27 8 2 1 0 0 0 0 0 0
28 2 0 0 2 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/io/../sysdeps/unix/sysv/linux/wordsize-64/fxstat.c
fn=_fxstat
33 4 0 0 0 0 0 0 0 0
34 8 4 2 0 0 0 0 0 0
35 24 0 0 0 0 0 0 0 0
39 4 0 0 4 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/io/../sysdeps/unix/sysv/linux/wordsize-64/lxstat.c
fn=open
39 11 3 1 0 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/io/../sysdeps/unix/sysv/linux/wordsize-64/xstat.c
fn=_xstat
33 8 0 0 0 0 0 0 0 0
34 16 8 1 0 0 0 0 0 0
35 76 0 0 7 0 0 7 0 0
39 1 0 0 1 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/libio/../misc/sys/sysmacros.h
fn=_IO_file_doallocate
79 6 0 0 0 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/libio/filedoalloc.c
fn=_IO_file_doallocate
68 2 0 0 2 1 0 0 0 0
69 2 1 1 1 0 0 1 0 0
70 1 0 0 0 0 0 1 0 0
78 8 2 2 1 0 0 4 1 0
84 9 1 1 3 1 0 1 1 0
86 4 0 0 1 0 0 0 0 0
89 2 0 0 0 0 0 0 0 0
91 5 1 1 1 0 0 0 0 0
97 4 1 0 1 1 0 0 0 0
101 3 1 0 0 0 0 1 0 0
102 2 0 0 0 0 0 0 0 0
103 1 0 0 0 0 0 0 0 0
104 4 1 1 0 0 0 1 0 0
105 1 0 0 0 0 0 0 0 0
106 8 0 0 6 3 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/libio/fileops.c
fn=_IO_do_write@@GLIBC_2.2.5
433 3 1 1 0 0 0 0 0 0
434 1 0 0 1 0 0 0 0 0
fn=_IO_file_overflow@@GLIBC_2.2.5
746 6 0 0 1 1 0 3 1 0
747 3 1 1 1 0 0 0 0 0
754 2 0 0 0 0 0 0 0 0
757 2 1 1 0 0 0 0 0 0
759 2 1 1 0 0 0 1 0 0
760 6 1 0 2 1 0 3 0 0
769 2 1 0 0 0 0 0 0 0
778 4 0 0 2 0 0 0 0 0
780 1 1 1 0 0 0 1 0 0
781 2 0 0 0 0 0 1 0 0
782 1 0 0 0 0 0 1 0 0
783 2 0 0 0 0 0 2 0 0
785 3 0 0 0 0 0 1 0 0
786 5 0 0 1 1 0 0 0 0
789 2 2 1 0 0 0 0 0 0
790 2 0 0 0 0 0 0 0 0
791 1 0 0 0 0 0 0 0 0
802 3 0 0 3 2 0 0 0 0
fn=_IO_file_stat
1169 1 1 1 0 0 0 0 0 0
1170 3 0 0 1 0 0 0 0 0
fn=_IO_file_xsputn@@GLIBC_2.2.5
1220 21 3 1 0 0 0 18 2 0
1226 15 0 0 0 0 0 0 0 0
1227 3 0 0 0 0 0 0 0 0
1233 15 0 0 6 5 1 0 0 0
1250 10 1 1 3 0 0 0 0 0
1251 2 2 0 0 0 0 0 0 0
1254 8 0 0 0 0 0 0 0 0
1258 6 2 0 0 0 0 4 4 0
1259 2 0 0 0 0 0 0 0 0
1260 8 0 0 0 0 0 0 0 0
1262 4 0 0 0 0 0 0 0 0
1266 6 2 1 2 1 0 1 1 0
1272 2 0 0 2 1 0 0 0 0
1273 7 0 0 0 0 0 0 0 0
1275 2 0 0 0 0 0 0 0 0
1280 4 0 0 0 0 0 0 0 0
1286 3 0 0 0 0 0 0 0 0
1287 7 1 1 0 0 0 1 1 0
1290 27 3 1 21 3 0 0 0 0
